id,doi,title,publication_year,type,cited_by_count,authorship_count,authors
https://openalex.org/W4402698820,https://doi.org/10.1103/8qt9-72ts,Quantum Convolutional Neural Networks are Effectively Classically Simulable,2026,article,21,6,Pablo Bermejo; Paolo Braccia; Manuel S. Rudolph; Zoë Holmes; Łukasz Cincio; M. Cerezo
https://openalex.org/W7119472418,https://doi.org/10.1038/s41467-025-68207-0,Anti-aggregation self-assembled monolayers enable high-performance and scalable perovskite solar cells,2026,article,21,10,Kaihuai Du; Chunna Huang; Aili Wang; Haoran Zhang; LvZhou Li; X. F. Dong; Luozheng Zhang; Mohammad Khaja Nazeeruddin; Guixiang Li; Jianning Ding
https://openalex.org/W4406840771,https://doi.org/10.1038/s41586-025-09962-4,A benchmark of expert-level academic questions to assess AI capabilities,2026,article,19,100,Long Phan; Alice Gatti; Nathaniel Li; Adam Khoja; Ryan Kim; Richard Ren; Jason Hausenloy; Oliver Zhang; Mantas Mazeika; Dan Hendrycks; Scale AI; Ziwen Han; Jing Hu; Hugh Zhang; Chen Zhang; Mohamed Shaaban; John Ling; Sean X. Shi; Michael Choi; A. Agrawal; Arnav Chopra; Aakaash Nattanmai; Gordon McKellips; Anish Cheraku; Asim Suhail; Ethan Luo; Marvin Deng; Jason Luo; Ashley Zhang; Kavin Jindel; Jay Paek; Kasper Halevy; Allen Baranov; Michael Liu; Advaith Avadhanam; David Zhang; Vincent Cheng; Brad Ma; Evan Fu; Liam Do; Joshua Laß; Hubert Yang; Surya Sunkari; Vishruth Bharath; Violet Ai; James Leung; Rishit Agrawal; Alan Zhou; Kevin Chen; Tejas Kalpathi; Ziqi Xu; Gavin Wang; Tyler Xiao; Erik Maung; Sam Lee; Ryan Yang; Roy Yue; Ben Zhao; Julia Yoon; Xiangwan Sun; Aryan Singh; Clark Peng; Tyler Osbey; Taozhi Wang; Daryl Echeazu; Timothy Wu; Spandan Patel; Vidhi Kulkarni; Vijaykaarti Sundarapandiyan; Andrew Le; Zafir Nasim; Srikar Yalam; Ritesh Kasamsetty; Soham Samal; David Sun; Nihar Shah; Abhijeet Saha; Alex Zhang; Leon Nguyen; Laasya Nagumalli; Kaixin Wang; Aidan Wu; Anwith Telluri; Summer Yue; Alexandr Wang; Dmitry Dodonov; Tung Nguyen; J Lee; Daron Anderson; Mikhail Doroshenko; Alun Cennyth Stokes; Mobeen Mahmood; Oleksandr Pokutnyi; O. Z. Iskra; Yi-Xiang Wang; J Levin; Mstyslav Kazakov; Fiona Feng; Steven Y. Feng; Haoran Zhao
https://openalex.org/W7120170170,https://doi.org/10.1016/j.clinph.2025.2111487,Clinical utility and prospective of TMS–EEG: Updated review from an international expert group,2026,article,18,62,Ulf Ziemann; Yang Bai; Fiona M. Baumer; Mikkel M. Beck; Paolo Belardinelli; Daniele Belvisi; Stephan Bender; Til Ole Bergmann; Marta Bortoletto; Silvia Casarotto; Elias Paolo Casula; Arthur Araujo [UNESP] Chaves; Daniel Ciampi De Andrade; Antonella Conte; Zafiris J. Daskalakis; Faranak Farzan; Fabio Ferrarelli; Paul B. Fitzgerald; Pedro C. Gordon; Christian Grefkes; Sylvain Harquel; Julio C. Hernandez-Pavon; Aron Hill; Kate E. Hoy; Friedhelm C. Hummel; Petro Julkunen; Elisa Kallioniemi; Corey J. Keller; Vasilios K. Kimiskidis; Melissa Kirkovski; Giacomo Koch; Giorgio Leodori; Pantelis Lioumis; Sara Määttä; Inbal Maidan; Marcello Massimini; Annerose Mengel; Johanna Metsomaa; Carlo Miniussi; Tuomas P. Mutanen; Yoshihiro Noda; Recep A. Ozdemir; Estelle Raffin; Lorenzo Rocchi; Rogasch Nigel; Mario Rosanova; Emiliano Santarnecchi; Simone Sarasso; Siobhan M. Schabrun; Mouhsin M. Shafi; Hartwig R. Siebner; Else A. Tolner; Leo Tomasevic; Sara Tremblay; Caroline Tscherpel; Domenica Veniero; Viviana Versace; Daphne Voineskos; Steve Vucic; Abraham Zangen; Christoph Zrenner; Risto J. Ilmoniemi
https://openalex.org/W7129210973,https://doi.org/10.1038/s44221-026-00585-1,A multiscale perspective for understanding transport mechanisms in desalination and ion-selective membranes,2026,article,18,15,Hanqing Fan; Makenna Parkinson; Kumar Varoon Agrawal; Mihail Barboiu; Lyderic Benjamin Bocquet; Bezawit A. Getachew; Qilin Li; Ying Li; Shihong Lin; Chong Liu; Aleksandr Noy; Boya Radha; D. Schwahn; Anthony Szymczyk; Menachem Elimelech
https://openalex.org/W7131356759,https://doi.org/10.1038/s41560-026-01993-z,Photoswitchable isomers to improve grain boundary resilience and perovskite solar cells stability under light cycling,2026,article,17,29,Zuhong Zhang; Rui Zhu; Guixiang Li; Guixiang Li; Ying Tang; Hongzhuo Wu; Jinbo Zhao; Jiaxin Wu; Thomas W. Gries; Artem Musiienko; Shengnan Zuo; Zhe Li; Bingchen He; Zhenhuang Su; Xingyu Gao; Weiwei Zuo; Bo Hou; Jorge Pascual; Luca Sapienza; Lin‐Long Deng; Lin‐Long Deng; Yu Jia; Gang Li; Gang Li; Paul J. Dyson; Mohammad Khaja Nazeeruddin; Meng Li; Antonio Abate; Meng Li
https://openalex.org/W7139937700,https://doi.org/10.1016/j.cell.2026.01.029,The E3-ome gene-centric compendium reveals the human E3 ligase landscape,2026,article,17,47,Ngee Kiat Chua; Tania J. González-Robles; Cameron J. Reddington; Jane Dudley-Fraser; Richard W. Birkinshaw; Jiru Han; Ashleigh Solano; Soon Wei Wong; Tomasz Kochańczyk; Joshua Peter; Mark A. Nakasone; Florian Aust; Jacob E. Munro; Yeh Huei Tong; Julie Iskander; Waruni Abeysekera; Alex Garnham; Hannah Huckstep; Matthew E. Ritchie; Ingrid E. Wertz; Sarah Hymowitz; Sharad Kumar; R CONAWAY; Gilbert G. Privé; Alex N. Bullock; Jeffrey J. Babon; Rachel E. Klevit; Sonja Lorenz; Alessio Ciulli; Eric S. Fischer; Nicolas H. Thomä; Radosław P. Nowak; Brenda A. Schulman; Michael Rapé; Katrin Rittinger; Julia K. Pagan; Melanie Bahlo; Joel P. Mackay; Peter D. Mace; Christopher D. Lima; Ronald T. Hay; David Komander; Bernhard C. Lechtenberg; Claudio A.P. Joazeiro; Michele Pagano; Kay Hofmann; Rebecca Feltham
https://openalex.org/W7125415753,https://doi.org/10.1039/d5ra08612d,Structural phases and electrochemical properties of 2D MoS 2 for supercapacitor applications,2026,article,15,3,Seyoum Abebayehu Getaneh; Arnaud Magrez; Getachew Adam Workneh
https://openalex.org/W7131297714,https://doi.org/10.1021/jacs.5c21287,Oxides and Carbonates Accelerate Copper Instability in CO 2 Electroreduction,2026,article,15,6,Petru P. Albertini; Saltanat Toleukhanova; Jan Vávra; Anna Loiudice; Vasiliki Tileli; Raffaella Buonsanti
https://openalex.org/W4404350201,https://doi.org/10.1038/s41567-025-03144-9,Dynamical simulations of many-body quantum chaos on a quantum computer,2026,article,14,19,Laurin E. Fischer; Matea Leahy; Andrew Eddins; Nathan Keenan; Davide Ferracin; Matteo A. C. Rossi; Young‐Seok Kim; Andre He; Francesca Pietracaprina; Boris Sokolov; Shane Dooley; Zoltán Zimborás; Francesco Tacchino; Sabrina Maniscalco; John Goold; Guillermo García-Pérez; Ivano Tavernelli; Abhinav Kandala; Sergey N. Filippov
https://openalex.org/W7128546758,https://doi.org/10.1038/s41586-025-09844-9,Investigating the analytical robustness of the social and behavioural sciences,2026,article,14,100,Balazs Aczel; Barnabas Szaszi; Harry T. Clelland; Marton Kovacs; Felix Holzmeister; Don van Ravenzwaaij; Hannah Schulz-Kumpel; Sabine Hoffmann; Gustav Nilsonne; Livia Kosa; Zoltan A. Torma; Yousuf Abdelfatah; Christopher L. Aberson; Oguz A. Acar; Ensar Acem; Matus Adamkovic; Timofey Adamovich; Krisna Adiasto; Love Ahnström; Atakan M. Akil; Adil S. Al-Busaidi; Ali H. Al‐Hoorie; Casper J. Albers; Peter J. Allen; Taym Alsalti; Micah Altman; Shilaan Alzahawi; Ettore Ambrosini; Saule Anafinova; Rahul Anand; Martin Angerer; Ariadna Angulo-Brunet; Alberto Antonietti; József Arató; Andreu Arenas; Marco M. Aviña; Flavio Azevedo; Marko Bachl; Bence Bagó; Štěpán Bahník; Bradley J. Baker; Elza Balayan; Cassandra L. Baldwin; Benjamin Banai; Kasia Banas; Frantis̆ek Bartos̆; Ernest Baskin; Jojanneke A. Bastiaansen; Nadège Bault; Christopher W. Bauman; Quintin Beazer; Maciej Behnke; Theiss Bendixen; Sebastian Berger; Anna Bernard; Ursa Bernardic; Paul A. Bloom; Annika Boldt; Ciril Bosch-Rosa; Rotem Botvinik‐Nezer; Adam Bouyamourn; Ozge Bozkurt; Laurel Brehm; Johannes Breuer; Ryan Briggs; Hilmar Brohmer; Erin Buchanan; Johannes Buckenmaier; Jeffrey Buckley; Jacek Buczny; Matthias Burghart; Bilal H. Butt; Nick Byrd; Valentina Cafarelli; Patrick Callahan; Tabaré Capitán; Kevin Carriere; Andrea M. Cataldo; Gabriel Cepaluni; Eugene Chan; Jesse Chandler; Chia-chen Chang; Xi Chen; Shirley (Shuo) Chen; Fadong Chen; Hao Chen; Valerii Chirkov; Daniela Cialfi; Beth Clarke; Sophie G. Coelho; Clara Cohen; Jason Collins; Susan W. Cook; Gaia Corlazzoli; Jamie Cummins; Christian Czymara; Jonathan D’hondt; Anna Dalla Rosa; Abi M. B. Davis; Charles P. Davis
https://openalex.org/W4414990951,https://doi.org/10.1016/j.matt.2026.102748,The rise of generative AI for metal-organic framework design and synthesis,2026,article,12,20,Chenru Duan; Aditya Nandy; Shyam Chand Pal; Xin Yang; Wenhao Gao; Yuanqi Du; Hendrik Kraß; Yeonghun Kang; Varinia Bernales; Zongyu Ye; Tristan Pyle; Ray Yeng Yang; Zeqi Gu; Philippe Schwaller; Shengqian Ma; Shijing Sun; Alán Aspuru‐Guzik; Seyed Mohamad Moosavi; Robert B. Wexler; Zhiling Zheng
https://openalex.org/W4415274583,https://doi.org/10.1126/sciadv.aed5302,Scalable generalized meta-spanners enabling parallel multitasking optical manipulation,2026,article,12,15,T. Li; Wenyu Gao; Boyan Fu; Tianhua Shao; Yi Fu; Siarhei Zavatski; Jeeban Kumar Nayak; Shaohui Yan; Xiaohao Xu; Shuming Wang; Baoli Yao; Zhenlin Wang; Shining Zhu; Olivier J. F. Martin; C. T. Chan
https://openalex.org/W4416019990,https://doi.org/10.1016/j.nds.2026.04.001,ENDF/B-VIII.1: Updated Nuclear Reaction Data Library for Science and Applications,2026,article,12,100,G. P. A. Nobre; R. Capote; Marco Pigni; Andrej Trkov; Caleb Mattoon; Denise Neudecker; D. A. Brown; M. B. Chadwick; A.C. Kahler; Noah Kleedtke; M. Zerkle; Ayman I. Hawari; Chris Chapman; N. C. Fleming; J. L. Wormald; Kemal Ramić; Yaron Danon; Nathan Gibson; Peter Brain; Mark Paris; G. M. Hale; I. J. Thompson; D. P. Barry; I. Stetcu; Wim Haeck; A. E. Lovell; Matthew R. Mumpower; G. Potel; Konstantinos Kravvaris; G. Noguère; Jordan McDonnell; A. D. Carlson; Michael E Dunn; T. Kawano; D. Wiarda; Iyad I. Al-Qasir; G. Arbanas; R. Arcilla; Bret Beck; Denis Bernard; R. Beyer; Judith M. Brown; Ó. Cabellos; R. J. Casperson; Yongqiang Cheng; Emanuel Chimanski; R. Coles; Mark Cornock; J Cotchen; Jonathan Crozier; D. E. Cullen; A. Daskalakis; Marie-Anne Descalle; D. D. DiJulio; Pavlos Dimitriou; Alison Dreyfuss; I. Durán; R. Ferrer; Taylor W. Gaines; V.H. Gillette; G. Gert; K. H. Guber; Johan Haverkamp; M. W. Herman; J Holmes; M. Hursin; N. Jisrawi; A. Junghans; Keegan Kelly; H. I. Kim; K. S. Kim; A. J. Koning; Michal Košťál; Benjamin K. Laramee; Amber Lauer-Coles; L.C. Leal; Hye Young Lee; Amanda M. Lewis; Jan Malec; José Ignacio Márquez Damián; William Marshall; A. Mattera; G. Muhrer; Adam Ney; W. Ormand; Donald Parsons; Catherine Percher; V. G. Pronyaev; A. Qteish; S. Quaglioni; M. Rapp; J. J. Ressler; Michael Rising; D. Rochman; Paul Romano; D. Roubtsov; Georg Schnabel; Martin Schulc; Gregory Siemers; A. A. Sonzogni
https://openalex.org/W7123355603,https://doi.org/10.1109/tpami.2026.3651319,Advances in Multimodal Adaptation and Generalization: From Traditional Approaches to Foundation Models,2026,article,12,7,Hao Dong; M. H. Liu; Kaiyang Zhou; Eleni Chatzi; Juho Kannala; Cyrill Stachniss; olga fink
https://openalex.org/W7127937614,https://doi.org/10.1126/science.adz1884,Programmable genome editing in human cells using RNA-guided bridge recombinases,2026,article,12,17,Oana Pelea; András Tálas; Javier Fernández Carrera; Nicolas Mathis; Lilly van de Venn; Charles D. Yeh; Péter I. Kulcsár; Kim Fabiano Marquart; Yanik Weber; Saskia E. Gerecke; Isabelle F. Harvey-Seutcheu; Dominic Mailänder; Moritz M. Pfleiderer; Christelle Chanez; Jacob E. Corn; Gerald Schwank; Martin Jínek
https://openalex.org/W7119016235,https://doi.org/10.1038/s41893-025-01755-x,Energy-efficient indirect (bi)carbonate electroreduction in a porous solid electrolyte reactor,2026,article,11,5,Valery Okatenko; Ahmad Elgazzar; Anna Loiudice; Raffaella Buonsanti; Haotian Wang
https://openalex.org/W7133601623,https://doi.org/10.1126/science.aea3321,A molecule with half-Möbius topology,2026,article,11,13,Igor Rončević; Fabian Paschke; Yueze Gao; Leonard-Alexander Lieske; Lene A. Gödde; Stefano Barison; Samuele Piccinelli; Alberto Baiardi; Ivano Tavernelli; Jascha Repp; Florian Albrecht; Harry L. Anderson; Leo Gross
https://openalex.org/W7154590808,https://doi.org/10.1016/j.scs.2026.107408,The next frontier of generative intelligence in smarter eco-cities: A systematic review of deep generative and hybrid modeling applications for environmental sustainability,2026,review,11,5,Simon Elias Bibri; Jeffrey Huang; Osama Omar; John Krogstie; Tan Yigitcanlar
https://openalex.org/W7159615281,https://doi.org/10.1038/s41592-026-03089-8,"Resolving sensitivity, specificity and signal contamination in Xenium spatial transcriptomics",2026,article,11,12,Mariia Bilous; Daria Buszta; Jonathan Bac; Senbai Kang; Yixing Dong; Stephanie Tissot; Sylvie André; Marina Alexandre Gaveta; Christel Voize; Solange Peters; Krisztián Homicskó; Raphael Gottardo
https://openalex.org/W7124698114,https://doi.org/10.1039/d5se01375e,A sustainable multi-zeolite synthetic framework from a single natural clay: CO 2 /H 2 O adsorption performance and life cycle assessment benefits,2026,article,10,6,Biruktait Ayele Lemecho; Jordi Espín; Pattaraphol Rodlamul; Florian Kiefer; Wendy L. Queen; Vivek Subramanian
https://openalex.org/W4416051423,https://doi.org/10.1063/5.0304911,metatensor and metatomic : Foundational libraries for interoperable atomistic machine learning,2026,article,9,15,Filippo Bigi; Joseph W. Abbott; Philip Loche; Arslan Mazitov; Davide Tisi; Marcel F. Langer; Alexander Goscinski; Paolo Pegolo; Sanggyu Chong; Rohit Goswami; Pol Febrer; Sofiia Chorna; Matthias Kellner; Michele Ceriotti; Guillaume Fraux
https://openalex.org/W7123345040,https://doi.org/10.1016/j.apenergy.2026.127351,Temperature-dependent electrochemical process decoupling in PEM water electrolysis: DRT deconvolution and Arrhenius-based modeling,2026,article,9,6,Kaichen Wang; Haiyan Jiang; Jiaxuan Liang; Hangyu Yu; Chaochen Xu; Xiaoze Du
https://openalex.org/W7124245929,https://doi.org/10.1038/s41467-025-67802-5,A physics-informed graph neural network conserving linear and angular momentum for dynamical systems,2026,article,9,2,Vinay Sharma; Olga Fink
https://openalex.org/W7124426569,https://doi.org/10.1016/j.ijbiomac.2026.150321,Solution viscosity and ion-specific crosslinking govern structure of alginate and pectin hydrogels: Correlating solid-state NMR with rheology,2026,article,9,15,Mustapha El Hariri El Nokab; Cameron S. Vojvodin; Osamah Alghazwat; Edrees Abu Zeitoun; Maxim Vanderveken; Elise Caron; Isha Gautam; Debkumar Debnath; Bethany K. Husband; Fiona L. Hatton; Cristina Martin-Olmos; Flávio H. Marchesini; T. J. Wang; Mazhar Ul-Islam; Khaled O. Sebakhy
https://openalex.org/W7125392678,https://doi.org/10.1016/j.conbuildmat.2026.145359,"Thermal-activated recycled cement as a dual-role binder in limestone calcined clay cement (LC3): Hydration mechanism, performance, and sustainability implications",2026,article,9,6,Lei Xu; Minghan Li; Xiaochuan Hu; Bo Ran; Kefei Li; Junjie Wang
https://openalex.org/W7126044198,https://doi.org/10.1126/science.adx9445,DNA-protein cross-links promote cGAS-STING–driven premature aging and embryonic lethality,2026,article,9,24,Ines Tomašković; Cristian Prieto‐Garcia; Maria Bošković; Mateo Glumac; Tsung-Lin Tsai; Thorsten Mosler; Rubina Kazi; Rajeshwari Rathore; Jorge Andrade; Marina Hoffmann; Giulio Giuliani; Anne‐Claire Jacomin; Raquel Pereira; Elias Knop; Laurens Wachsmuth; Petra Beli; Koraljka Husnjak; Manolis Pasparakis; Andrea Ablasser; Daniela S. Krause; Michael Potente; Stamatis Papathanasiou; Janos Terzic; Ivan Dikic
https://openalex.org/W7134167543,https://doi.org/10.1002/cey2.70195,Ultra‐High‐Efficiency On‐Chip CO 2 Conversion by Nanosecond Self‐Pulsing Micro‐Plasma Devices,2026,article,9,6,Guangyu Sun; Bartu Karakurt; Hongkeng Zhu; Onder Soydal; Jeremy S. Luterbacher; Elison Matioli
https://openalex.org/W7139035575,https://doi.org/10.1021/jacs.5c22701,Ligand-Modulated Release of Copper Active Sites Extends Ethylene Production in CO 2 Electroreduction,2026,article,9,7,Jari Leemans; Edvin Fako; Ludovic Zaza; Moritz Tritschler; Junwu Chen; Philippe Schwaller; Raffaella Buonsanti
